timestamp,btc_target_price,btc_realtime_price,up_price,down_price,cycle_slug
1766326508,87892.97,87860.75,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4800,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326508,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4700,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4800,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4800,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5400,0.4800,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
1766326509,87892.97,87860.93,0.5300,0.4800,btc-updown-15m-1766326500
