timestamp,btc_target_price,btc_realtime_price,up_price,down_price,cycle_slug
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321325,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
1766321326,88617.23,88596.39,0.7100,0.3000,btc-updown-15m-1766321100
