timestamp,btc_target_price,btc_realtime_price,up_price,down_price
1766303102,88063.43,88068.92,0.5600,1.0000
1766303102,88063.43,88068.92,0.5600,0.4600
1766303102,88063.43,88068.92,0.5600,0.4600
1766303102,88063.43,88068.92,0.5600,0.4600
1766303102,88063.43,88068.92,0.9900,0.4600
1766303102,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.9900,0.4600
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4500
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.9900,0.4700
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.9900,0.4700
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.9900,0.4700
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4700
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.9900,0.4600
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.5600,0.9900
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.5600,0.4600
1766303103,88063.43,88068.92,0.9900,0.4600
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.6000,0.9900
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.9900,0.4600
1766303103,88063.43,88068.92,0.9900,0.9900
1766303103,88063.43,88068.92,0.6000,0.9900
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303103,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.6000,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
1766303104,88063.43,88068.92,0.5600,0.4600
