时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.5500001898736581,1.316665,0.724166,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,4.35,2.3925,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,7.0,3.85,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,7.0,3.85,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,5.43,2.9865,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,1.22,0.671,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,5.0,2.75,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,5.35,2.9425,1
1765386024,2025-12-11 01:00:24,BUY,Down,btc-updown-15m-1765386000,0.55,0.65,0.3575,1
1765386026,2025-12-11 01:00:26,BUY,Up,btc-updown-15m-1765386000,0.44,17.7,7.788,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Down,btc-updown-15m-1765386000,0.56,6.12,3.4272,1
1765386030,2025-12-11 01:00:30,BUY,Down,btc-updown-15m-1765386000,0.56,11.88,6.6528,1
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386030,2025-12-11 01:00:30,BUY,Up,btc-updown-15m-1765386000,0.43,18.0,7.74,0
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.58,18.0,10.44,1
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.56,10.0,5.6,1
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.56,7.0,3.92,1
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.56,1.0,0.56,1
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.56,5.0,2.8,1
1765386032,2025-12-11 01:00:32,BUY,Down,btc-updown-15m-1765386000,0.58,18.0,10.44,1
1765386034,2025-12-11 01:00:34,BUY,Down,btc-updown-15m-1765386000,0.58,18.0,10.44,1
1765386036,2025-12-11 01:00:36,BUY,Up,btc-updown-15m-1765386000,0.41,10.88,4.4608,0
1765386036,2025-12-11 01:00:36,BUY,Up,btc-updown-15m-1765386000,0.4100000195227146,16.903387,6.930389,0
1765386038,2025-12-11 01:00:38,BUY,Up,btc-updown-15m-1765386000,0.41,1.09,0.4469,0
1765386038,2025-12-11 01:00:38,BUY,Up,btc-updown-15m-1765386000,0.41,18.0,7.38,0
1765386038,2025-12-11 01:00:38,BUY,Up,btc-updown-15m-1765386000,0.4100000463914026,7.113387,2.916489,0
1765386038,2025-12-11 01:00:38,BUY,Down,btc-updown-15m-1765386000,0.5700000165721044,10.861626,6.191127,1
1765386038,2025-12-11 01:00:38,BUY,Down,btc-updown-15m-1765386000,0.5700001329091706,2.558138,1.458139,1
1765386038,2025-12-11 01:00:38,BUY,Down,btc-updown-15m-1765386000,0.5700001329091706,2.558138,1.458139,1
1765386038,2025-12-11 01:00:38,BUY,Up,btc-updown-15m-1765386000,0.41,18.0,7.38,0
1765386040,2025-12-11 01:00:40,BUY,Down,btc-updown-15m-1765386000,0.5800000728000116,7.142856,4.142857,1
