时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765390004,2025-12-11 02:06:44,BUY,Down,btc-updown-15m-1765389600,0.58,18.0,10.44,1
1765390004,2025-12-11 02:06:44,BUY,Down,btc-updown-15m-1765389600,0.58,18.0,10.44,1
1765390004,2025-12-11 02:06:44,BUY,Down,btc-updown-15m-1765389600,0.58,18.0,10.44,1
1765390006,2025-12-11 02:06:46,BUY,Down,btc-updown-15m-1765389600,0.6400001440000733,3.055554,1.955555,1
1765390006,2025-12-11 02:06:46,BUY,Down,btc-updown-15m-1765389600,0.63,10.0,6.3,1
1765390006,2025-12-11 02:06:46,BUY,Down,btc-updown-15m-1765389600,0.6400001440000733,3.055554,1.955555,1
1765390006,2025-12-11 02:06:46,BUY,Down,btc-updown-15m-1765389600,0.65,18.0,11.7,1
1765390008,2025-12-11 02:06:48,BUY,Up,btc-updown-15m-1765389600,0.32,5.0,1.6,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,4.62,1.4784,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,4.0,1.28,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,15.0,4.8,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,5.0,1.6,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,13.0,4.16,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,2.0,0.64,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,11.0,3.52,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,0.38,0.1216,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.3200001730910224,1.617646,0.517647,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,1.0,0.32,0
1765390010,2025-12-11 02:06:50,BUY,Up,btc-updown-15m-1765389600,0.32,14.0,4.48,0
1765390012,2025-12-11 02:06:52,BUY,Up,btc-updown-15m-1765389600,0.32,1.5,0.48,0
1765390012,2025-12-11 02:06:52,BUY,Up,btc-updown-15m-1765389600,0.32,5.0,1.6,0
1765390018,2025-12-11 02:06:58,BUY,Down,btc-updown-15m-1765389600,0.7,18.0,12.6,1
1765390018,2025-12-11 02:06:58,BUY,Down,btc-updown-15m-1765389600,0.7,18.0,12.6,1
1765390024,2025-12-11 02:07:04,BUY,Up,btc-updown-15m-1765389600,0.29000001936367104,1.549293,0.449295,0
1765390024,2025-12-11 02:07:04,BUY,Up,btc-updown-15m-1765389600,0.3,18.0,5.4,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.29,18.0,5.22,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.32,18.0,5.76,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.32,18.0,5.76,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.32,18.0,5.76,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.32,18.0,5.76,0
1765390026,2025-12-11 02:07:06,BUY,Up,btc-updown-15m-1765389600,0.32,18.0,5.76,0
1765390028,2025-12-11 02:07:08,BUY,Up,btc-updown-15m-1765389600,0.29000001936367104,1.549293,0.449295,0
1765390028,2025-12-11 02:07:08,BUY,Up,btc-updown-15m-1765389600,0.29,1.45,0.4205,0
1765390028,2025-12-11 02:07:08,BUY,Up,btc-updown-15m-1765389600,0.29,15.0,4.35,0
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.71,5.0,3.55,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100030035939555,0.193102,0.137103,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.71,2.6,1.846,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100000500431444,13.98793,9.931431,1
1765390032,2025-12-11 02:07:12,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.71,2.99,2.1229,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.7100001334000721,3.448274,2.448275,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.71,5.0,3.55,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.71,4.01,2.8471,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.71,13.0,9.23,1
1765390034,2025-12-11 02:07:14,BUY,Down,btc-updown-15m-1765389600,0.71,18.0,12.78,1
1765390036,2025-12-11 02:07:16,BUY,Down,btc-updown-15m-1765389600,0.7000001994682177,2.506665,1.754666,1
1765390036,2025-12-11 02:07:16,BUY,Down,btc-updown-15m-1765389600,0.7,18.0,12.6,1
1765390036,2025-12-11 02:07:16,BUY,Up,btc-updown-15m-1765389600,0.29000004889808173,5.112675,1.482676,0
1765390036,2025-12-11 02:07:16,BUY,Down,btc-updown-15m-1765389600,0.7000001363636984,3.666665,2.566666,1
1765390038,2025-12-11 02:07:18,BUY,Down,btc-updown-15m-1765389600,0.69,18.0,12.42,1
1765390038,2025-12-11 02:07:18,BUY,Down,btc-updown-15m-1765389600,0.69,18.0,12.42,1
1765390102,2025-12-11 02:08:22,BUY,Down,btc-updown-15m-1765389600,0.7,9.0,6.3,1
1765390102,2025-12-11 02:08:22,BUY,Down,btc-updown-15m-1765389600,0.7,8.0,5.6,1
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.28,3.57,0.9996,0
