周期ID,时间,方向,Entry价格(c),Entry数量,Hedge价格(c),Hedge数量,总成本(USDC),UP盈亏(USDC),DOWN盈亏(USDC),Entry订单ID
----------------------------------------------------------------------------------------------------------------------------------
1766787300,06:15:13,UP,60,10.0000,37,10.0000,9.70,4.00,6.30,order_1766787313149441000
----------------------------------------------------------------------------------------------------------------------------------
总计,订单数: 1, 总成本: 9.70 USDC, UP总盈亏: 4.00 USDC, DOWN总盈亏: 6.30 USDC, 总盈亏: 10.30 USDC
