时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765387846,2025-12-11 01:30:46,BUY,Up,btc-updown-15m-1765387800,0.39,10.0,3.9,0
1765387846,2025-12-11 01:30:46,BUY,Up,btc-updown-15m-1765387800,0.4,5.0,2.0,0
1765387846,2025-12-11 01:30:46,BUY,Up,btc-updown-15m-1765387800,0.4,10.0,4.0,0
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,9.08,5.2664,1
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,18.0,10.44,1
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,13.0,7.54,1
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,5.0,2.9,1
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,9.08,5.2664,1
1765387848,2025-12-11 01:30:48,BUY,Down,btc-updown-15m-1765387800,0.58,8.92,5.1736,1
1765387850,2025-12-11 01:30:50,BUY,Down,btc-updown-15m-1765387800,0.5700000184285744,11.395347,6.495348,1
1765387850,2025-12-11 01:30:50,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387850,2025-12-11 01:30:50,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387852,2025-12-11 01:30:52,BUY,Up,btc-updown-15m-1765387800,0.46,18.0,8.28,0
1765387856,2025-12-11 01:30:56,BUY,Up,btc-updown-15m-1765387800,0.51,15.0,7.65,0
1765387856,2025-12-11 01:30:56,BUY,Up,btc-updown-15m-1765387800,0.47,0.11,0.0517,0
1765387862,2025-12-11 01:31:02,BUY,Down,btc-updown-15m-1765387800,0.5500000750000188,5.333332,2.933333,1
1765387862,2025-12-11 01:31:02,BUY,Down,btc-updown-15m-1765387800,0.55,10.0,5.5,1
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.47,0.47,0.2209,0
1765387864,2025-12-11 01:31:04,BUY,Down,btc-updown-15m-1765387800,0.54,18.0,9.72,1
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.47,4.5283,2.128301,0
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.4700000274814902,5.094338,2.394339,0
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.46,4.53,2.0838,0
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.47,5.0,2.35,0
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.47,8.0,3.76,0
1765387864,2025-12-11 01:31:04,BUY,Up,btc-updown-15m-1765387800,0.46,10.0,4.6,0
1765387864,2025-12-11 01:31:04,BUY,Down,btc-updown-15m-1765387800,0.54,18.0,9.72,1
1765387866,2025-12-11 01:31:06,BUY,Down,btc-updown-15m-1765387800,0.5200000726050615,4.958332,2.578333,1
1765387870,2025-12-11 01:31:10,BUY,Up,btc-updown-15m-1765387800,0.45,18.0,8.1,0
1765387872,2025-12-11 01:31:12,BUY,Up,btc-updown-15m-1765387800,0.42,1.06,0.4452,0
1765387874,2025-12-11 01:31:14,BUY,Down,btc-updown-15m-1765387800,0.64,2.0,1.28,1
1765387874,2025-12-11 01:31:14,BUY,Down,btc-updown-15m-1765387800,0.64,18.0,11.52,1
1765387874,2025-12-11 01:31:14,BUY,Up,btc-updown-15m-1765387800,0.39,3.0,1.17,0
1765387874,2025-12-11 01:31:14,BUY,Up,btc-updown-15m-1765387800,0.39,15.0,5.85,0
1765387876,2025-12-11 01:31:16,BUY,Down,btc-updown-15m-1765387800,0.63,2.0,1.26,1
1765387876,2025-12-11 01:31:16,BUY,Down,btc-updown-15m-1765387800,0.64,16.0,10.24,1
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387878,2025-12-11 01:31:18,BUY,Up,btc-updown-15m-1765387800,0.34,18.0,6.12,0
1765387882,2025-12-11 01:31:22,BUY,Up,btc-updown-15m-1765387800,0.37000006767481314,3.841902,1.421504,0
1765387886,2025-12-11 01:31:26,BUY,Down,btc-updown-15m-1765387800,0.61,2.57,1.5677,1
1765387886,2025-12-11 01:31:26,BUY,Down,btc-updown-15m-1765387800,0.61,5.0,3.05,1
1765387886,2025-12-11 01:31:26,BUY,Down,btc-updown-15m-1765387800,0.6100034171780052,0.134614,0.082115,1
1765387886,2025-12-11 01:31:26,BUY,Down,btc-updown-15m-1765387800,0.61,15.25,9.3025,1
1765387886,2025-12-11 01:31:26,BUY,Down,btc-updown-15m-1765387800,0.6100001166355882,2.743588,1.673589,1
1765387892,2025-12-11 01:31:32,BUY,Down,btc-updown-15m-1765387800,0.59,7.0,4.13,1
1765387892,2025-12-11 01:31:32,BUY,Down,btc-updown-15m-1765387800,0.5900001734616319,2.536584,1.496585,1
1765387892,2025-12-11 01:31:32,BUY,Down,btc-updown-15m-1765387800,0.59,2.44,1.4396,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.6,18.0,10.8,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.5900000553500202,4.878047,2.878048,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.6,10.0,6.0,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.59,13.12,7.7408,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.59,5.98,3.5282,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.59,1.02,0.6018,1
1765387894,2025-12-11 01:31:34,BUY,Down,btc-updown-15m-1765387800,0.59,5.0,2.95,1
1765387896,2025-12-11 01:31:36,BUY,Down,btc-updown-15m-1765387800,0.59,6.38,3.7642,1
1765387898,2025-12-11 01:31:38,BUY,Up,btc-updown-15m-1765387800,0.4,18.0,7.2,0
1765387898,2025-12-11 01:31:38,BUY,Up,btc-updown-15m-1765387800,0.4,18.0,7.2,0
1765387898,2025-12-11 01:31:38,BUY,Up,btc-updown-15m-1765387800,0.4,18.0,7.2,0
1765387898,2025-12-11 01:31:38,BUY,Up,btc-updown-15m-1765387800,0.4,18.0,7.2,0
1765387898,2025-12-11 01:31:38,BUY,Up,btc-updown-15m-1765387800,0.4,18.0,7.2,0
1765387902,2025-12-11 01:31:42,BUY,Down,btc-updown-15m-1765387800,0.5900004715018152,0.487803,0.287804,1
1765387912,2025-12-11 01:31:52,BUY,Down,btc-updown-15m-1765387800,0.63,17.52,11.0376,1
1765387912,2025-12-11 01:31:52,BUY,Down,btc-updown-15m-1765387800,0.61,10.0,6.1,1
1765387914,2025-12-11 01:31:54,BUY,Down,btc-updown-15m-1765387800,0.6400000753488653,4.777776,3.057777,1
1765387914,2025-12-11 01:31:54,BUY,Down,btc-updown-15m-1765387800,0.64,18.0,11.52,1
1765387914,2025-12-11 01:31:54,BUY,Down,btc-updown-15m-1765387800,0.65,18.0,11.7,1
1765387916,2025-12-11 01:31:56,BUY,Up,btc-updown-15m-1765387800,0.35,18.0,6.3,0
1765387916,2025-12-11 01:31:56,BUY,Up,btc-updown-15m-1765387800,0.35,0.73,0.2555,0
1765387916,2025-12-11 01:31:56,BUY,Up,btc-updown-15m-1765387800,0.3500000028966134,17.261537,6.041538,0
1765387922,2025-12-11 01:32:02,BUY,Up,btc-updown-15m-1765387800,0.33,18.0,5.94,0
1765387924,2025-12-11 01:32:04,BUY,Down,btc-updown-15m-1765387800,0.61,9.0,5.49,1
1765387924,2025-12-11 01:32:04,BUY,Up,btc-updown-15m-1765387800,0.37,18.0,6.66,0
1765387924,2025-12-11 01:32:04,BUY,Up,btc-updown-15m-1765387800,0.37,18.0,6.66,0
1765387928,2025-12-11 01:32:08,BUY,Down,btc-updown-15m-1765387800,0.59,3.0,1.77,1
1765387928,2025-12-11 01:32:08,BUY,Down,btc-updown-15m-1765387800,0.59,15.0,8.85,1
1765387928,2025-12-11 01:32:08,BUY,Up,btc-updown-15m-1765387800,0.39,18.0,7.02,0
1765387928,2025-12-11 01:32:08,BUY,Up,btc-updown-15m-1765387800,0.39,18.0,7.02,0
1765387930,2025-12-11 01:32:10,BUY,Down,btc-updown-15m-1765387800,0.59,18.0,10.62,1
1765387930,2025-12-11 01:32:10,BUY,Down,btc-updown-15m-1765387800,0.59,18.0,10.62,1
1765387930,2025-12-11 01:32:10,BUY,Down,btc-updown-15m-1765387800,0.59,18.0,10.62,1
1765387930,2025-12-11 01:32:10,BUY,Down,btc-updown-15m-1765387800,0.59,18.0,10.62,1
1765387930,2025-12-11 01:32:10,BUY,Down,btc-updown-15m-1765387800,0.59,18.0,10.62,1
1765387932,2025-12-11 01:32:12,BUY,Down,btc-updown-15m-1765387800,0.57,2.0,1.14,1
1765387932,2025-12-11 01:32:12,BUY,Down,btc-updown-15m-1765387800,0.57,3.0,1.71,1
1765387932,2025-12-11 01:32:12,BUY,Down,btc-updown-15m-1765387800,0.57,15.0,8.55,1
1765387932,2025-12-11 01:32:12,BUY,Up,btc-updown-15m-1765387800,0.42000003561404853,7.862066,3.302068,0
1765387932,2025-12-11 01:32:12,BUY,Up,btc-updown-15m-1765387800,0.42,18.0,7.56,0
1765387938,2025-12-11 01:32:18,BUY,Up,btc-updown-15m-1765387800,0.41,6.0,2.46,0
1765387938,2025-12-11 01:32:18,BUY,Up,btc-updown-15m-1765387800,0.41,6.0,2.46,0
1765387938,2025-12-11 01:32:18,BUY,Up,btc-updown-15m-1765387800,0.41,18.0,7.38,0
1765387940,2025-12-11 01:32:20,BUY,Down,btc-updown-15m-1765387800,0.57,1.0,0.57,1
1765387940,2025-12-11 01:32:20,BUY,Up,btc-updown-15m-1765387800,0.43,18.0,7.74,0
1765387942,2025-12-11 01:32:22,BUY,Down,btc-updown-15m-1765387800,0.57,5.0,2.85,1
1765387942,2025-12-11 01:32:22,BUY,Down,btc-updown-15m-1765387800,0.57,8.0,4.56,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.51,18.0,9.18,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.51,7.29,3.7179,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.52,18.0,9.36,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.52,18.0,9.36,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.52,18.0,9.36,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.52,18.0,9.36,1
1765387948,2025-12-11 01:32:28,BUY,Down,btc-updown-15m-1765387800,0.52,18.0,9.36,1
1765387954,2025-12-11 01:32:34,BUY,Up,btc-updown-15m-1765387800,0.44,5.0,2.2,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.43,2.0,0.86,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.43,13.0,5.59,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.43,5.0,2.15,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.44,17.3,7.612,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.44,18.0,7.92,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.44,13.0,5.72,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.44,9.29,4.0876,0
1765387956,2025-12-11 01:32:36,BUY,Up,btc-updown-15m-1765387800,0.44,0.7,0.308,0
1765387958,2025-12-11 01:32:38,BUY,Up,btc-updown-15m-1765387800,0.43,5.0,2.15,0
1765387966,2025-12-11 01:32:46,BUY,Up,btc-updown-15m-1765387800,0.42,5.0,2.1,0
1765387966,2025-12-11 01:32:46,BUY,Up,btc-updown-15m-1765387800,0.42,7.0,2.94,0
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.56,18.0,10.08,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.56,16.16,9.0496,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.5600001309849908,1.832271,1.026072,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,14.32,8.1624,1
1765387966,2025-12-11 01:32:46,BUY,Up,btc-updown-15m-1765387800,0.42,1.0,0.42,0
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,3.68,2.0976,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387966,2025-12-11 01:32:46,BUY,Down,btc-updown-15m-1765387800,0.57,18.0,10.26,1
1765387970,2025-12-11 01:32:50,BUY,Up,btc-updown-15m-1765387800,0.5,18.0,9.0,0
1765387974,2025-12-11 01:32:54,BUY,Up,btc-updown-15m-1765387800,0.56,16.09,9.0104,0
1765387974,2025-12-11 01:32:54,BUY,Up,btc-updown-15m-1765387800,0.56,18.0,10.08,0
1765387974,2025-12-11 01:32:54,BUY,Up,btc-updown-15m-1765387800,0.56,9.0,5.04,0
1765387976,2025-12-11 01:32:56,BUY,Down,btc-updown-15m-1765387800,0.42,18.0,7.56,1
1765387976,2025-12-11 01:32:56,BUY,Down,btc-updown-15m-1765387800,0.42,18.0,7.56,1
1765387976,2025-12-11 01:32:56,BUY,Down,btc-updown-15m-1765387800,0.42,18.0,7.56,1
1765387976,2025-12-11 01:32:56,BUY,Down,btc-updown-15m-1765387800,0.43,18.0,7.74,1
1765387978,2025-12-11 01:32:58,BUY,Up,btc-updown-15m-1765387800,0.57,7.0,3.99,0
1765387980,2025-12-11 01:33:00,BUY,Up,btc-updown-15m-1765387800,0.58,7.0,4.06,0
1765387980,2025-12-11 01:33:00,BUY,Up,btc-updown-15m-1765387800,0.57,7.0,3.99,0
1765387982,2025-12-11 01:33:02,BUY,Up,btc-updown-15m-1765387800,0.58,6.47,3.7526,0
1765387982,2025-12-11 01:33:02,BUY,Up,btc-updown-15m-1765387800,0.5800000312396736,11.523808,6.683809,0
1765387984,2025-12-11 01:33:04,BUY,Down,btc-updown-15m-1765387800,0.41,9.98,4.0918,1
1765387984,2025-12-11 01:33:04,BUY,Up,btc-updown-15m-1765387800,0.58,5.85,3.393,0
1765387984,2025-12-11 01:33:04,BUY,Up,btc-updown-15m-1765387800,0.5800000728000116,7.142856,4.142857,0
1765387984,2025-12-11 01:33:04,BUY,Up,btc-updown-15m-1765387800,0.58,5.0,2.9,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,4.46,2.4084,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765387990,2025-12-11 01:33:10,BUY,Up,btc-updown-15m-1765387800,0.5400001185276495,3.543477,1.913478,0
1765387994,2025-12-11 01:33:14,BUY,Up,btc-updown-15m-1765387800,0.58,12.0,6.96,0
1765387994,2025-12-11 01:33:14,BUY,Up,btc-updown-15m-1765387800,0.58,6.0,3.48,0
1765387996,2025-12-11 01:33:16,BUY,Down,btc-updown-15m-1765387800,0.4,6.0,2.4,1
1765387996,2025-12-11 01:33:16,BUY,Down,btc-updown-15m-1765387800,0.4,18.0,7.2,1
1765387996,2025-12-11 01:33:16,BUY,Down,btc-updown-15m-1765387800,0.4,12.0,4.8,1
1765387996,2025-12-11 01:33:16,BUY,Down,btc-updown-15m-1765387800,0.4,18.0,7.2,1
1765387998,2025-12-11 01:33:18,BUY,Up,btc-updown-15m-1765387800,0.61,2.77,1.6897,0
1765387998,2025-12-11 01:33:18,BUY,Down,btc-updown-15m-1765387800,0.39,18.0,7.02,1
1765387998,2025-12-11 01:33:18,BUY,Down,btc-updown-15m-1765387800,0.39,18.0,7.02,1
1765387998,2025-12-11 01:33:18,BUY,Down,btc-updown-15m-1765387800,0.39,18.0,7.02,1
1765387998,2025-12-11 01:33:18,BUY,Down,btc-updown-15m-1765387800,0.4,18.0,7.2,1
1765387998,2025-12-11 01:33:18,BUY,Up,btc-updown-15m-1765387800,0.61,6.25,3.8125,0
1765387998,2025-12-11 01:33:18,BUY,Up,btc-updown-15m-1765387800,0.63,18.0,11.34,0
1765388000,2025-12-11 01:33:20,BUY,Up,btc-updown-15m-1765387800,0.61,8.0,4.88,0
1765388000,2025-12-11 01:33:20,BUY,Up,btc-updown-15m-1765387800,0.61,15.23,9.2903,0
1765388000,2025-12-11 01:33:20,BUY,Up,btc-updown-15m-1765387800,0.61,3.75,2.2875,0
1765388002,2025-12-11 01:33:22,BUY,Down,btc-updown-15m-1765387800,0.37000004520180063,7.079364,2.619365,1
1765388002,2025-12-11 01:33:22,BUY,Down,btc-updown-15m-1765387800,0.37,18.0,6.66,1
1765388006,2025-12-11 01:33:26,BUY,Up,btc-updown-15m-1765387800,0.58,18.0,10.44,0
1765388008,2025-12-11 01:33:28,BUY,Up,btc-updown-15m-1765387800,0.57,15.0,8.55,0
1765388008,2025-12-11 01:33:28,BUY,Down,btc-updown-15m-1765387800,0.41,17.25,7.0725,1
1765388008,2025-12-11 01:33:28,BUY,Down,btc-updown-15m-1765387800,0.41,0.75,0.3075,1
1765388010,2025-12-11 01:33:30,BUY,Down,btc-updown-15m-1765387800,0.43,11.9,5.117,1
1765388010,2025-12-11 01:33:30,BUY,Up,btc-updown-15m-1765387800,0.57,4.0,2.28,0
1765388010,2025-12-11 01:33:30,BUY,Up,btc-updown-15m-1765387800,0.57,5.0,2.85,0
1765388010,2025-12-11 01:33:30,BUY,Up,btc-updown-15m-1765387800,0.57,6.0,3.42,0
1765388010,2025-12-11 01:33:30,BUY,Up,btc-updown-15m-1765387800,0.57,3.0,1.71,0
1765388010,2025-12-11 01:33:30,BUY,Up,btc-updown-15m-1765387800,0.57,3.0,1.71,0
1765388014,2025-12-11 01:33:34,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765388014,2025-12-11 01:33:34,BUY,Up,btc-updown-15m-1765387800,0.54,16.0,8.64,0
1765388014,2025-12-11 01:33:34,BUY,Up,btc-updown-15m-1765387800,0.54,15.0,8.1,0
1765388014,2025-12-11 01:33:34,BUY,Up,btc-updown-15m-1765387800,0.54,2.0,1.08,0
1765388014,2025-12-11 01:33:34,BUY,Up,btc-updown-15m-1765387800,0.54,3.0,1.62,0
1765388016,2025-12-11 01:33:36,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765388016,2025-12-11 01:33:36,BUY,Up,btc-updown-15m-1765387800,0.54,18.0,9.72,0
1765388016,2025-12-11 01:33:36,BUY,Down,btc-updown-15m-1765387800,0.44,18.0,7.92,1
1765388020,2025-12-11 01:33:40,BUY,Down,btc-updown-15m-1765387800,0.45000001890034513,15.872726,7.142727,1
1765388026,2025-12-11 01:33:46,BUY,Down,btc-updown-15m-1765387800,0.46,18.0,8.28,1
1765388028,2025-12-11 01:33:48,BUY,Up,btc-updown-15m-1765387800,0.52,6.0,3.12,0
1765388028,2025-12-11 01:33:48,BUY,Up,btc-updown-15m-1765387800,0.52,3.59,1.8668,0
1765388028,2025-12-11 01:33:48,BUY,Up,btc-updown-15m-1765387800,0.52,6.41,3.3332,0
1765388028,2025-12-11 01:33:48,BUY,Up,btc-updown-15m-1765387800,0.5200000644776274,5.583332,2.903333,0
1765388044,2025-12-11 01:34:04,BUY,Down,btc-updown-15m-1765387800,0.5,18.0,9.0,1
1765388048,2025-12-11 01:34:08,BUY,Up,btc-updown-15m-1765387800,0.5,16.9,8.45,0
1765388048,2025-12-11 01:34:08,BUY,Down,btc-updown-15m-1765387800,0.53,18.0,9.54,1
1765388054,2025-12-11 01:34:14,BUY,Down,btc-updown-15m-1765387800,0.46,6.0,2.76,1
1765388054,2025-12-11 01:34:14,BUY,Down,btc-updown-15m-1765387800,0.46,5.0,2.3,1
1765388054,2025-12-11 01:34:14,BUY,Down,btc-updown-15m-1765387800,0.46,5.0,2.3,1
1765388054,2025-12-11 01:34:14,BUY,Up,btc-updown-15m-1765387800,0.52,18.0,9.36,0
1765388056,2025-12-11 01:34:16,BUY,Down,btc-updown-15m-1765387800,0.45,2.8,1.26,1
1765388056,2025-12-11 01:34:16,BUY,Down,btc-updown-15m-1765387800,0.45,15.0,6.75,1
1765388058,2025-12-11 01:34:18,BUY,Down,btc-updown-15m-1765387800,0.45,0.2,0.09,1
1765388058,2025-12-11 01:34:18,BUY,Down,btc-updown-15m-1765387800,0.45,18.0,8.1,1
1765388058,2025-12-11 01:34:18,BUY,Down,btc-updown-15m-1765387800,0.45,18.0,8.1,1
1765388058,2025-12-11 01:34:18,BUY,Down,btc-updown-15m-1765387800,0.45,18.0,8.1,1
1765388058,2025-12-11 01:34:18,BUY,Up,btc-updown-15m-1765387800,0.52,18.0,9.36,0
1765388058,2025-12-11 01:34:18,BUY,Up,btc-updown-15m-1765387800,0.52,18.0,9.36,0
1765388064,2025-12-11 01:34:24,BUY,Down,btc-updown-15m-1765387800,0.45,15.0,6.75,1
1765388064,2025-12-11 01:34:24,BUY,Down,btc-updown-15m-1765387800,0.44,7.0,3.08,1
1765388068,2025-12-11 01:34:28,BUY,Up,btc-updown-15m-1765387800,0.53,5.31,2.8143,0
1765388070,2025-12-11 01:34:30,BUY,Up,btc-updown-15m-1765387800,0.53,9.14,4.8442,0
1765388078,2025-12-11 01:34:38,BUY,Up,btc-updown-15m-1765387800,0.55,3.53,1.9415,0
1765388078,2025-12-11 01:34:38,BUY,Up,btc-updown-15m-1765387800,0.55,2.47,1.3585,0
1765388078,2025-12-11 01:34:38,BUY,Down,btc-updown-15m-1765387800,0.43,18.0,7.74,1
1765388078,2025-12-11 01:34:38,BUY,Down,btc-updown-15m-1765387800,0.43,18.0,7.74,1
1765388078,2025-12-11 01:34:38,BUY,Down,btc-updown-15m-1765387800,0.43,18.0,7.74,1
1765388078,2025-12-11 01:34:38,BUY,Down,btc-updown-15m-1765387800,0.43,18.0,7.74,1
1765388078,2025-12-11 01:34:38,BUY,Up,btc-updown-15m-1765387800,0.5500001431819028,2.444443,1.344444,0
1765388078,2025-12-11 01:34:38,BUY,Up,btc-updown-15m-1765387800,0.55,13.08,7.194,0
1765388080,2025-12-11 01:34:40,BUY,Up,btc-updown-15m-1765387800,0.5700001329091706,2.558138,1.458139,0
1765388080,2025-12-11 01:34:40,BUY,Up,btc-updown-15m-1765387800,0.57,5.0,2.85,0
1765388080,2025-12-11 01:34:40,BUY,Up,btc-updown-15m-1765387800,0.57,5.0,2.85,0
1765388082,2025-12-11 01:34:42,BUY,Up,btc-updown-15m-1765387800,0.61,10.0,6.1,0
1765388082,2025-12-11 01:34:42,BUY,Up,btc-updown-15m-1765387800,0.61,16.92,10.3212,0
1765388086,2025-12-11 01:34:46,BUY,Down,btc-updown-15m-1765387800,0.3400000158400012,15.151514,5.151515,1
1765388086,2025-12-11 01:34:46,BUY,Down,btc-updown-15m-1765387800,0.35,18.0,6.3,1
1765388086,2025-12-11 01:34:46,BUY,Down,btc-updown-15m-1765387800,0.35,18.0,6.3,1
1765388088,2025-12-11 01:34:48,BUY,Up,btc-updown-15m-1765387800,0.6500000943114083,4.771427,3.101428,0
1765388088,2025-12-11 01:34:48,BUY,Up,btc-updown-15m-1765387800,0.630000124113961,4.270269,2.69027,0
