时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.44,18.0,7.92,0
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.43222222222222223,18.0,7.78,0
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.43,18.0,7.74,0
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.42,18.0,7.56,0
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.43,18.0,7.74,0
1765385118,2025-12-11 00:45:18,BUY,Up,btc-updown-15m-1765385100,0.43,18.0,7.74,0
1765385120,2025-12-11 00:45:20,BUY,Up,btc-updown-15m-1765385100,0.44,5.0,2.2,0
1765385126,2025-12-11 00:45:26,BUY,Down,btc-updown-15m-1765385100,0.55,7.0,3.85,1
1765385126,2025-12-11 00:45:26,BUY,Down,btc-updown-15m-1765385100,0.55,3.0,1.65,1
1765385126,2025-12-11 00:45:26,BUY,Down,btc-updown-15m-1765385100,0.5500000787500255,4.444443,2.444444,1
1765385128,2025-12-11 00:45:28,BUY,Down,btc-updown-15m-1765385100,0.5500002025001114,2.222221,1.222222,1
1765385128,2025-12-11 00:45:28,BUY,Down,btc-updown-15m-1765385100,0.55,1.32,0.726,1
1765385128,2025-12-11 00:45:28,BUY,Down,btc-updown-15m-1765385100,0.55,5.68,3.124,1
1765385130,2025-12-11 00:45:30,BUY,Down,btc-updown-15m-1765385100,0.55,1.68,0.924,1
1765385130,2025-12-11 00:45:30,BUY,Down,btc-updown-15m-1765385100,0.55,5.32,2.926,1
1765385130,2025-12-11 00:45:30,BUY,Down,btc-updown-15m-1765385100,0.55,7.0,3.85,1
1765385132,2025-12-11 00:45:32,BUY,Down,btc-updown-15m-1765385100,0.56,14.0,7.84,1
1765385132,2025-12-11 00:45:32,BUY,Down,btc-updown-15m-1765385100,0.56,8.72,4.8832,1
1765385132,2025-12-11 00:45:32,BUY,Down,btc-updown-15m-1765385100,0.5600001936001084,2.272726,1.272727,1
1765385132,2025-12-11 00:45:32,BUY,Down,btc-updown-15m-1765385100,0.56,7.0,3.92,1
1765385134,2025-12-11 00:45:34,BUY,Down,btc-updown-15m-1765385100,0.5700000211475458,8.511626,4.851627,1
1765385134,2025-12-11 00:45:34,BUY,Down,btc-updown-15m-1765385100,0.58,18.0,10.44,1
1765385134,2025-12-11 00:45:34,BUY,Down,btc-updown-15m-1765385100,0.57,18.0,10.26,1
1765385138,2025-12-11 00:45:38,BUY,Up,btc-updown-15m-1765385100,0.4,18.0,7.2,0
1765385138,2025-12-11 00:45:38,BUY,Up,btc-updown-15m-1765385100,0.4,18.0,7.2,0
1765385138,2025-12-11 00:45:38,BUY,Down,btc-updown-15m-1765385100,0.59,18.0,10.62,1
1765385138,2025-12-11 00:45:38,BUY,Up,btc-updown-15m-1765385100,0.4,18.0,7.2,0
1765385138,2025-12-11 00:45:38,BUY,Up,btc-updown-15m-1765385100,0.4,18.0,7.2,0
1765385138,2025-12-11 00:45:38,BUY,Up,btc-updown-15m-1765385100,0.4,18.0,7.2,0
1765385140,2025-12-11 00:45:40,BUY,Up,btc-updown-15m-1765385100,0.33,16.08,5.3064,0
1765385140,2025-12-11 00:45:40,BUY,Up,btc-updown-15m-1765385100,0.33000006297110257,0.158803,0.052405,0
1765385140,2025-12-11 00:45:40,BUY,Up,btc-updown-15m-1765385100,0.33,12.56,4.1448,0
1765385140,2025-12-11 00:45:40,BUY,Up,btc-updown-15m-1765385100,0.3300000027182755,3.678803,1.214005,0
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Down,btc-updown-15m-1765385100,0.65,18.0,11.7,1
1765385140,2025-12-11 00:45:40,BUY,Up,btc-updown-15m-1765385100,0.33,9.84,3.2472,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33,14.32,4.7256,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.3300000052115824,1.918803,0.633205,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33000000183863987,5.438803,1.794805,0
1765385142,2025-12-11 00:45:42,BUY,Down,btc-updown-15m-1765385100,0.67,18.0,12.06,1
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33,17.84,5.8872,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33,18.0,5.94,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33,18.0,5.94,0
1765385142,2025-12-11 00:45:42,BUY,Up,btc-updown-15m-1765385100,0.33,8.16,2.6928,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,12.0625,8.2025,1
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.7,18.0,12.6,1
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,18.0,12.24,1
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.29,4.45,1.2905,0
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.2900001812068707,0.607041,0.176042,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.69,18.0,12.42,1
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.6900002471016105,2.225805,1.535806,1
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.3,16.45714,4.937142,0
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.3,1.54,0.462,0
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.29000000747941074,14.707041,4.265042,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.6900001143125293,5.161289,3.56129,1
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.29,3.29,0.9541,0
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.2900000162345807,12.935351,3.751252,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,0.75,0.51,1
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.28,6.98,1.9544,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,17.0,11.56,1
1765385144,2025-12-11 00:45:44,BUY,Up,btc-updown-15m-1765385100,0.28,11.02,3.0856,0
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.69,18.0,12.42,1
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,0.0625,0.0425,1
1765385144,2025-12-11 00:45:44,BUY,Down,btc-updown-15m-1765385100,0.68,0.25,0.17,1
1765385146,2025-12-11 00:45:46,BUY,Down,btc-updown-15m-1765385100,0.69,0.45,0.3105,1
1765385146,2025-12-11 00:45:46,BUY,Down,btc-updown-15m-1765385100,0.6800000313932676,16.564061,11.263562,1
1765385146,2025-12-11 00:45:46,BUY,Down,btc-updown-15m-1765385100,0.68,1.43,0.9724,1
1765385146,2025-12-11 00:45:46,BUY,Down,btc-updown-15m-1765385100,0.68,15.57,10.5876,1
1765385146,2025-12-11 00:45:46,BUY,Up,btc-updown-15m-1765385100,0.29000000314159385,9.549293,2.769295,0
1765385146,2025-12-11 00:45:46,BUY,Up,btc-updown-15m-1765385100,0.29,8.45,2.4505,0
1765385146,2025-12-11 00:45:46,BUY,Down,btc-updown-15m-1765385100,0.68,5.86,3.9848,1
1765385148,2025-12-11 00:45:48,BUY,Up,btc-updown-15m-1765385100,0.29,10.0,2.9,0
1765385148,2025-12-11 00:45:48,BUY,Down,btc-updown-15m-1765385100,0.68,2.43,1.6524,1
1765385148,2025-12-11 00:45:48,BUY,Up,btc-updown-15m-1765385100,0.3,18.0,5.4,0
1765385148,2025-12-11 00:45:48,BUY,Up,btc-updown-15m-1765385100,0.3,18.0,5.4,0
1765385148,2025-12-11 00:45:48,BUY,Down,btc-updown-15m-1765385100,0.6900000376102965,17.548386,12.108387,1
1765385150,2025-12-11 00:45:50,BUY,Down,btc-updown-15m-1765385100,0.69,18.0,12.42,1
1765385150,2025-12-11 00:45:50,BUY,Up,btc-updown-15m-1765385100,0.27,18.0,4.86,0
1765385150,2025-12-11 00:45:50,BUY,Down,btc-updown-15m-1765385100,0.69,3.24,2.2356,1
1765385150,2025-12-11 00:45:50,BUY,Down,btc-updown-15m-1765385100,0.69,18.0,12.42,1
1765385150,2025-12-11 00:45:50,BUY,Down,btc-updown-15m-1765385100,0.69,18.0,12.42,1
1765385152,2025-12-11 00:45:52,BUY,Down,btc-updown-15m-1765385100,0.71,7.0,4.97,1
1765385152,2025-12-11 00:45:52,BUY,Down,btc-updown-15m-1765385100,0.71,18.0,12.78,1
1765385152,2025-12-11 00:45:52,BUY,Down,btc-updown-15m-1765385100,0.71,7.0,4.97,1
1765385152,2025-12-11 00:45:52,BUY,Down,btc-updown-15m-1765385100,0.7100001334000721,3.448274,2.448275,1
1765385154,2025-12-11 00:45:54,BUY,Up,btc-updown-15m-1765385100,0.32000004090228396,1.955881,0.625882,0
1765385156,2025-12-11 00:45:56,BUY,Down,btc-updown-15m-1765385100,0.6500001693548934,3.542856,2.302857,1
1765385156,2025-12-11 00:45:56,BUY,Down,btc-updown-15m-1765385100,0.65,5.0,3.25,1
1765385156,2025-12-11 00:45:56,BUY,Down,btc-updown-15m-1765385100,0.6500000645491949,6.971427,4.531428,1
1765385156,2025-12-11 00:45:56,BUY,Down,btc-updown-15m-1765385100,0.6500009003250173,0.444284,0.288785,1
1765385156,2025-12-11 00:45:56,BUY,Down,btc-updown-15m-1765385100,0.65,7.47,4.8555,1
1765385158,2025-12-11 00:45:58,BUY,Down,btc-updown-15m-1765385100,0.650000084801779,6.485713,4.215714,1
1765385158,2025-12-11 00:45:58,BUY,Down,btc-updown-15m-1765385100,0.65,2.08,1.352,1
